PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1992_GEORGIA,GEORGIA,1992,,5536901.0,398701.0,2798674.0,2339526.0,5535942.0,3043984.0,1559059.0,,526644.0,3303.0,100745.0,99648.0,92374.0,63646.0,787599.0,315539.0,1106441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.594906163657,259.359433593101,206.84417466208,
1992_HAWAII,HAWAII,1992,,996809.0,71273.0,903443.0,22093.0,1040121.0,536115.0,291376.0,,126212.0,525.0,14440.0,13754.0,11750.0,9051.0,107242.0,43882.0,151649.0,2.0,45.0,40.0,46.0,31.0,343.0,142.0,487.0,345.0,9359.0,9135.0,8285.0,6638.0,71885.0,31626.0,103856.0,27.0,669.0,664.0,578.0,450.0,5251.0,2249.0,7527.0,15.0,476.0,403.0,250.0,127.0,3033.0,874.0,3922.0,136.0,3892.0,3513.0,2591.0,1803.0,26735.0,8991.0,35862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.056666073088,257.41088740917303,200.88027220468,
1992_IDAHO,IDAHO,1992,,859329.0,69138.0,531912.0,258279.0,886161.0,473505.0,246320.0,,111353.0,1231.0,16018.0,18607.0,18880.0,14593.0,146573.0,66541.0,214345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.56253448882998,275.09029414145,,
1992_ILLINOIS,ILLINOIS,1992,,9748650.0,597077.0,3073178.0,6078395.0,9850560.0,5010400.0,3148849.0,,727858.0,39682.0,139237.0,133120.0,134317.0,106475.0,1111167.0,495562.0,1646411.0,37.0,147.0,164.0,202.0,182.0,1380.0,858.0,2275.0,955.0,3509.0,3907.0,3948.0,3864.0,31765.0,15934.0,48654.0,5671.0,16483.0,15037.0,14185.0,8260.0,123873.0,47130.0,176674.0,14187.0,27932.0,26987.0,28004.0,16292.0,231737.0,95594.0,341518.0,18832.0,91166.0,87025.0,87978.0,77877.0,722412.0,336046.0,1077290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992_INDIANA,INDIANA,1992,,5060274.0,257044.0,2578149.0,2225081.0,5182754.0,2598925.0,1478639.0,,536404.0,3225.0,66065.0,73760.0,75477.0,62234.0,601890.0,278161.0,883276.0,9.0,84.0,96.0,99.0,111.0,743.0,531.0,1283.0,23.0,500.0,591.0,477.0,612.0,4418.0,2224.0,6665.0,82.0,1210.0,1432.0,1444.0,1164.0,11774.0,5386.0,17242.0,868.0,6861.0,7909.0,8263.0,5323.0,66448.0,28672.0,95988.0,2234.0,57410.0,63732.0,65194.0,55024.0,518507.0,241348.0,762089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.03774247419497,270.098943937619,219.76325753607497,
1992_IOWA,IOWA,1992,,2663934.0,125665.0,1176205.0,1362064.0,2795774.0,1446478.0,800570.0,,222086.0,4592.0,36428.0,37692.0,36892.0,33057.0,299253.0,138907.0,442752.0,39.0,146.0,157.0,105.0,72.0,1058.0,432.0,1529.0,61.0,520.0,581.0,437.0,534.0,4189.0,2122.0,6372.0,121.0,599.0,573.0,498.0,428.0,4539.0,1817.0,6477.0,316.0,1270.0,1056.0,977.0,679.0,8828.0,3093.0,12237.0,4055.0,33893.0,35325.0,34875.0,31344.0,280639.0,131443.0,416137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.88407790241,283.360009038918,222.85293897815498,
1992_KANSAS,KANSAS,1992,,2245348.0,121625.0,903199.0,1220524.0,2234915.0,1165749.0,708572.0,,157705.0,2391.0,34826.0,36013.0,33288.0,26706.0,284143.0,120960.0,407494.0,26.0,291.0,307.0,291.0,201.0,2602.0,1085.0,3713.0,29.0,575.0,614.0,536.0,582.0,4765.0,2415.0,7209.0,138.0,2047.0,1856.0,1530.0,1061.0,14357.0,5419.0,19914.0,168.0,3090.0,2987.0,2624.0,1600.0,23465.0,8439.0,32072.0,2030.0,28823.0,30249.0,28307.0,23262.0,238954.0,103602.0,344586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992_KENTUCKY,KENTUCKY,1992,,2642902.0,289902.0,1643109.0,709891.0,2518082.0,1343438.0,817871.0,,136694.0,14564.0,46140.0,49666.0,49993.0,38029.0,400849.0,181786.0,597199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.048157721324,262.241281641376,211.562307283476,
1992_LOUISIANA,LOUISIANA,1992,,3341253.0,367822.0,1848734.0,1124697.0,3362853.0,1888349.0,986486.0,,135305.0,11439.0,61244.0,61125.0,55942.0,38368.0,490112.0,196891.0,698442.0,36.0,305.0,246.0,229.0,146.0,2066.0,834.0,2936.0,142.0,657.0,746.0,680.0,647.0,5716.0,2918.0,8776.0,88.0,650.0,583.0,597.0,429.0,4985.0,2281.0,7354.0,7912.0,28426.0,27129.0,23957.0,14935.0,219101.0,81532.0,308545.0,3261.0,31206.0,32421.0,30479.0,22211.0,258244.0,109326.0,370831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.140211329176,249.98392592402,196.76226783783002,
1992_MAINE,MAINE,1992,,1206819.0,73160.0,511654.0,622005.0,1228869.0,685350.0,317880.0,,97128.0,1273.0,17367.0,17154.0,15969.0,13882.0,135320.0,59289.0,195882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.63883993862495,278.635384117375,228.38002677611095,
1992_MARYLAND,MARYLAND,1992,,4658498.0,228336.0,1778834.0,2651328.0,4698374.0,2628891.0,1461083.0,,340298.0,16081.0,59641.0,60287.0,52815.0,40426.0,472622.0,189795.0,678498.0,48.0,193.0,159.0,116.0,86.0,1238.0,437.0,1723.0,374.0,1980.0,2051.0,2014.0,2080.0,16446.0,8344.0,25164.0,704.0,1713.0,1563.0,1315.0,1028.0,12005.0,5244.0,17953.0,7880.0,19016.0,20224.0,17878.0,11492.0,158990.0,61729.0,228599.0,7075.0,36739.0,36290.0,31492.0,25740.0,283943.0,114041.0,405059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.31770793589905,264.82549311365,209.645496686524,
1992_MASSACHUSETTS,MASSACHUSETTS,1992,,5517659.0,273946.0,1439051.0,3804662.0,5245560.0,2751871.0,1523068.0,,167247.0,10722.0,75159.0,66822.0,60702.0,52425.0,536029.0,230299.0,777050.0,14.0,108.0,105.0,97.0,92.0,834.0,406.0,1254.0,319.0,2863.0,2574.0,1820.0,1990.0,19240.0,8084.0,27643.0,990.0,7064.0,5679.0,5120.0,3045.0,45545.0,17973.0,64508.0,547.0,7052.0,5032.0,4772.0,3764.0,41553.0,18625.0,60725.0,8852.0,58072.0,53432.0,48893.0,43534.0,428857.0,185211.0,622920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.59791777604198,272.783201271176,223.16007568134998,
